



Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Sedes. Administración de Justicia;sector-publico;administración de justicia;09/06/2015;12/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;15634;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=879c71b3abefb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sedes. Comunidad de Madrid;sector-publico;madrid comunidad,Comunidad de Madrid;10/06/2015;12/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;10849;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=176871b3abefb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sedes. Centros con Espacios Deportivos;deporte;deportes, espacios deportivos;09/06/2015;12/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;12134;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2b279e1d29efb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sedes. Centros de Atención Social;sociedad-bienestar;centros de atención social;09/06/2015;12/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;15729;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5b5737ac37efb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sedes. Centros de Atención Médica;sociedad-bienestar;centros atención médica, médicos, centros médicos;09/06/2015;12/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;52141;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=da7437ac37efb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sedes. Bibliotecas Especializadas Universitarias y Nacionales;cultura-ocio;bibliotecas, bibliotecas universitarias, bibliotecas estatales;09/06/2015;12/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;19776;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a9e237ac37efb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sedes. Administración Central;sector-publico;administracion, administracion central;09/06/2015;12/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;8972;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b5cd37ac37efb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bibliotecas Públicas de Madrid. Préstamos Activos. Histórico;cultura-ocio;bibliotecas, lectura, préstamos, libros, música, películas, audiolibros, revistas, prensa, periódicos;06/03/2015;13/05/2024;01/10/2014;31/05/2023;mensual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/sites/v/index.jsp?vgnextoid=8742d660ccb62610VgnVCM1000001d4a900aRCRD&vgnextchannel=b4c412b9ace9f310VgnVCM100000171f5a0aRCRD;Madrid,;csv,txt,;217172;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b98bde41aceeb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico Calle 30. Histórico de datos de usuarios que han circulado desde 2013;transporte;Movilidad y transporte , circulación , M30 , Calle 30 , tráfico , M-30 , TranspaTrafico , TranspaMovilidad;16/04/2015;13/05/2024;;;diaria;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;3761;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f2fa3762b5bbb410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico Calle 30. Trabajos planificados en tiempo real;transporte;Movilidad y transporte , circulación , M30 , Calle 30 , tráfico , M-30, TranspaTrafico , TranspaMovilidad;09/04/2015;13/05/2024;;;tiemporeal;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;1370;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0744a965d3bbb410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico Calle 30. Incidencias;transporte;Movilidad y transporte , circulación , M30 , Calle 30 , incidencia tráfico , M-30 , TranspaTrafico , TranspaMovilidad;09/04/2015;13/05/2024;;;tiemporeal;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;1969;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4c7651986e1ab410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico Calle 30. Estimaciones de tráfico entre las diferentes entradas y salidas;transporte;Movilidad y transporte , circulación , M30 , Calle 30 , tráfico , M-30 , TranspaTrafico , TranspaMovilidad;09/04/2015;13/05/2024;;;tiemporeal;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;3633;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8df005dc4d1ab410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Oficinas de la Agencia Municipal de Empleo;empleo;oficinas de la agencia de empleo, empleo, trabajo, oficinas, www.madrid.es;11/05/2015;13/05/2024;;;continua;Agencia para el Empleo;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;10095;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=17ca1addff0ab410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Estadísticas de inspecciones realizadas en seguridad alimentaria y resultados de análisis de muestras (2010-2017);salud;seguridad alimentaria, inspecciones restauracion alimentación, inpecciones en comercios;09/04/2015;05/04/2018;01/01/2010;31/12/2017;sindefinir;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;7845;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=187d6ff15d69b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Estadísticas de inspecciones realizadas centros estética, aguas recreativas y centros infantiles (2010-2017);salud;centros de estética, belleza inspecciones piscinas balnearios, centros infantiles, escuelas infantiles, guarderias;09/04/2015;05/04/2018;01/01/2010;31/12/2017;sindefinir;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1073;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c628f371cb69b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Estadísticas centro de protección animal;salud;perros gatos animales estadísticas, protección animal, centro de protección animal;09/04/2015;19/05/2023;01/01/2012;31/12/2022;semestral;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2403;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6f70787df969b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Presupuestos. Ejecución anual histórico;sector-publico;gastos, ingresos, liquidación, ejecución presupuestaria, ejercicios cerrados, inversiones, Presupuestos Abiertos;04/02/2015;27/03/2024;01/01/2011;31/12/2023;anual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;104275;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b404f67f5b35b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Ocupación de la vía pública. Estadísticas de  rodajes (2015-2021);transporte;grabación, rodaje, ocupación, cine, documental, publicidad;09/02/2015;31/08/2021;01/01/2015;31/07/2021;informacionhistorica;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;44418;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4d4aa1946a35b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Inmigrantes. Personas en cursos de español;sociedad-bienestar;cursos de español para inmigrantes, cursos español inmigrantes;27/01/2015;08/02/2024;01/01/2014;31/12/2023;trimestral;Dirección General de Inclusión Social;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;15121;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=454bdc5cc762b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Inmigrantes. Personas atendidas en el Servicio de Empleo;sociedad-bienestar;inmigrantes inmigración, personas atendidas en el Servicio de Empleo;27/03/2015;08/02/2024;01/01/2014;31/12/2023;trimestral;Dirección General de Inclusión Social;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;14135;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ab2bdc5cc762b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Inmigrantes. Personas atendidas en el Servicio de Información y Orientación;sociedad-bienestar;inmigrantes, información inmigrantes, oreintación;27/01/2015;08/02/2024;01/01/2014;31/12/2023;trimestral;Dirección General de Inclusión Social;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;15405;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=002bdc5cc762b410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Contaminación acústica: Estaciones de medida;medio-ambiente;contaminación acústica , estaciones , ruido , TranspaMedioAmbiente;09/04/2015;20/04/2023;;20/04/2023;sindefinir;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,geo,;7357;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b05a79ea1770b410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sistema Municipal de Cita Previa;sector-publico;Linea Madrid, atención a la ciudadanía, cita previa, cita;03/02/2015;13/05/2024;01/01/2013;;mensual;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,txt,xml,;26867;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3551a6fb1326a410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Elecciones Senado 2000-2019;sector-publico;elecciones senado;11/12/2014;27/11/2019;;;sindefinir;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;5312;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fbf91b506293a410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Elecciones Parlamento Europeo 1987-2019;sector-publico;elecciones parlamento europeo resultados votos electoral;03/12/2014;27/11/2019;;;sindefinir;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;5883;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c896090e266f9410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Elecciones Asamblea de Madrid 1983-2021;sector-publico;elecciones resultados comunidad de madrid asamblea votos votaciones;03/12/2014;10/06/2021;;;sindefinir;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;10708;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5e22eff3f46f9410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Elecciones Ayuntamiento de Madrid 1983-2019;sector-publico;elecciones ayuntamiento madrid madrid electoral votos;03/12/2014;27/11/2019;;;sindefinir;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;9781;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4475a322a06f9410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Elecciones Congreso de los Diputados 1989-2019;sector-publico;elecciones congreso diputados participacion electoral votos;03/12/2014;27/11/2019;;;sindefinir;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;7551;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ba169deabe5f9410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Multas de circulación;transporte;multas, multas de tráfico, infracciones, infracciones de tráfico, trafico, Multas de circulación, TranspaMultas, TranspaMovilidad;20/11/2014;05/06/2024;;29/02/2024;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;8037;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=17aab940af2a9410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mercados Municipales: locales comerciales, nombres comerciales y actividades;comercio;mercado comercio frutería carnicería puestos, actividad comercial;07/11/2014;01/07/2020;;31/12/2018;anual;Dirección General de Comercio, Hostelería y Consumo;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;6070;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=64905bfde8a89410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Agenda de eventos en centros de Madrid Emprende;economia;Madrid emprendimiento talleres viveros cursos emprendedor;31/10/2014;05/06/2024;01/01/2020;30/06/2024;mensual;Dirección General de Emprendimiento;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;4778;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=07257486c6569410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Templos e iglesias no católicas;cultura-ocio;templos, iglesias, no católicas, ortodoxo, mezquita;20/10/2014;05/06/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;12074;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=adf87c7697c29410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bici. Ciclocarriles;transporte;bicicletas transporte sostenibilidad medio ambiente ciclocarriles ciclocalles;01/07/2014;30/11/2016;;22/06/2015;semestral;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,kml,;9956;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=435a7cd5de319410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Salas de espectáculos artísticos: teatros, cines, filmotecas, auditorios y salas de conciertos;cultura-ocio;cines teatros auditorios, salas de concierto, filmotecas;26/09/2014;30/11/2016;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;31552;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=842385ce457a8410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Edificios de carácter monumental;cultura-ocio;monumentos, edificios artísticos, www.madrid.es;26/09/2014;30/11/2016;;;continua;Dirección General de Patrimonio Cultural;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;63896;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=69e30c658f6a8410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Deportes. Clases y actividades dirigidas para toda la temporada 2014/2015. Horarios;deporte;horarios_polideportivos, horarios_actividades_deportivas;26/09/2014;30/11/2016;;;informacionhistorica;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;814;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=77f5f5b27f1a8410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Deportes. Clases y actividades dirigidas para toda la temporada 2014/2015. Clases;deporte;temporada 2014/2015, clases deportes polideportivos, actividades deportiva;26/09/2014;26/09/2014;;;informacionhistorica;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;6746;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=579092456c1a8410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Semáforos que no comunican;transporte;tráfico, semáforos, circulación cruces , TranspaTrafico , TranspaMovilidad;11/08/2014;26/09/2014;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;1467;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4d48db31fc4c7410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Accidentes de tráfico. Datos desde 2009 a 2016 (Seguridad vial);transporte;seguridad vial accidentes muertes lesiones tráfico, TranspaTrafico , TranspaMovilidad;21/07/2014;17/02/2017;01/01/2009;31/12/2016;informacionhistorica;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;20976;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=746b86396f847410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Empresas alojadas en la red de viveros de empresa de Madrid Emprende;economia;madrid emprendimiento viveros empresas emprendedores pymes;18/07/2014;21/05/2024;01/07/2014;21/05/2024;semestral;Dirección General de Emprendimiento;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;17322;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9bdf1bc018347410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Carriles bus;transporte;carril bus taxi , TranspaTrafico , TranspaMovilidad;11/07/2014;21/05/2024;;;semestral;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;kml,;2305;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=db02df9735527410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Cabezas semáforos;transporte;cabezas de semáforos, tráfico circulación semáforos, TranspaTrafico, TranspaMovilidad;21/07/2014;19/03/2024;;29/02/2024;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,xls,shp,;3852;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1e69ee425d7c6410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bibliotecas Públicas de Madrid. Préstamos Activos;cultura-ocio;bibliotecas, lectura, préstamos, libros, música, películas, audiolibros, revistas, prensa, periódicos;26/06/2014;13/05/2024;;;mensual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/sites/v/index.jsp?vgnextoid=8742d660ccb62610VgnVCM1000001d4a900aRCRD&vgnextchannel=b4c412b9ace9f310VgnVCM100000171f5a0aRCRD;Madrid,;csv,;11612;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=bc629911a93a6410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Actividades gratuitas en Bibliotecas Municipales en los próximos 60 días;cultura-ocio;actividades gratuitas, bibliotecas, municipales, www.madrid.es, bibliotecas.madrid.es;27/05/2014;13/05/2024;;;continua;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;105213;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4412a47136826410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Participación ciudadana: Consultas ciudadanas;sector-publico;distritos consultas ciudadanos;15/04/2014;28/01/2016;01/01/2004;31/12/2013;informacionhistorica;Dirección General de Participación Ciudadana;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2130;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a5f981a14c055410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Puntos de atención a mujeres;sociedad-bienestar;agentes, mujeres, atencion,  igualdad, www.madrid.es;15/04/2014;28/01/2016;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;20710;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=93c1a516f8045410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
